제천대성	齊天大聖
지난 시즌 팀대전 레전드 [ffca01][Nickname][-]님 환영합니다.	歡迎前賽季組對戰傳奇[ffca01][Nickname][-]。
지난 시즌 영웅대전 레전드 [ffca01][Nickname][-]님 환영합니다.	歡迎前賽季英雄對戰傳奇[ffca01][Nickname][-]。
[강화[Level]]\n적군의 치명 피해량 [SkillAmount]% 감소	[強化[Level]]\n敵人的暴擊傷害量減少[SkillAmount]%
[강화[Level]]\n적군의 막기 방어량 [SkillAmount]% 감소	[強化[Level]]\n敵人的格擋吸收量減少[SkillAmount]%
[강화[Level]]\n철벽 [SkillAmount]% 증가	[強化[Level]]\n鐵壁增加[SkillAmount]%
[강화[Level]]\n고유스킬 피해량 [SkillAmount]% 증가	[強化[Level]]\n固有技能傷害量增加[SkillAmount]%
[강화[Level]]\n궁극스킬 피해량 [SkillAmount]% 증가	[強化[Level]]\n終極技能傷害量增加[SkillAmount]%
[강화[Level]]\n점혈 [SkillAmount]% 증가	[強化[Level]]\n點穴增加[SkillAmount]%
각성열쇠 [Amount]개 소환권	覺醒鑰匙[Amount]個召喚券
보스특성 : 기절, 피해면역 무효화	魔王特性：眩暈，傷害免疫無效
보스특성 : 출혈, 피해면역 무효화	魔王特性：出血，傷害免疫無效
보스특성 : 마비, 피해면역 무효화	魔王特性：癱瘓，傷害免疫無效
보스특성 : 화상, 피해면역 무효화	魔王特性：燃燒，傷害免疫無效
천상의 네피림 대장	天界墮落者隊長
보스특성 : 감전, 피해면역 무효화	魔王特性：觸電，傷害免疫無效
천상의 거신 대장	天界巨像隊長
보스특성 : 중독, 피해면역 무효화	魔王特性：中毒，傷害免疫無效
보스 협공전	魔王協力戰
- 보스 협공전은 {0} {1}:{2}:{3} ~ {4} {5}:{6}:{7} 까지 참가할 수 있고,	- 魔王協力戰可以在{0} {1}:{2}:{3} ~ {4} {5}:{6}:{7}期間參加，
{8} {9}:{10}:{11} ~ {12} {13}:{14}:{15} 까지 준비 시간을 가집니다.\n	{8} {9}:{10}:{11} ~ {12} {13}:{14}:{15}期間內進行準備。\n
- 요일마다 지정 된 보스와 전투할 수 있으며 단계가 올라갈수록	- 每天可以和特定魔王進行戰鬥，並且根據階段
보스의 체력과 공격력이 상승합니다.\n	魔王的體力和攻擊力會提升。
- 모든 길드원들이 보스의 HP를 공유하여 전투를 진행하며	- 所有公會員會共享魔王的HP
1회 진행 이후 초기화로 한번 더 진행 가능합니다.\n	進行過一次之後可以用重置功能再進行一次。\n
- 자유롭게 단계를 선택할 수 있으며 모든 길드원들이 모든 단계의	- 可以隨意選擇階段，並且所有公會員會共享所有階段的
보스의 HP를 공유하며 진행됩니다.\n	魔王HP來進行。\n
- 제한 시간 2분동안 전투가 진행되며 다른 길드원이 진행중일 경우	- 戰鬥將在在限定時間2分鐘內進行，其他公會員在進行中時
동시에 입장할 수 없습니다.	將無法同時入場。
(입장 후 5분이 초과하면 자동으로 로비로 이동됩니다.)\n	（入場經過5分鐘後會自動轉移到大廳。）\n
- 자신이 입힌 피해량에 비례하여 전투 종료 결과를 받을 시 점수를	- 根據自己造成的傷害量，戰鬥結束時會獲得
획득하며 길드원들의 총 누적 점수로 길드 순위가 정해집니다.\n	與之對應的積分，根據公會員總共累計的積分決定公會排名。\n
- 전투 종료 후 참여보상을 획득하며 단계별 보스 클리어 시 추가 포인트를	- 戰鬥結束後會獲得參與獎勵，根據魔王的階段可以獲得額外積分
획득하며 길드원 전원에게 클리어 보상이 우편으로 지급됩니다.\n	並且透過信箱給全體公會員贈送通關獎勵
- 매주 {16} {17} {18}:{19} 시즌이 종료되며, 시즌 종료 시 길드 순위에 따라	- 每週{16} {17} {18}:{19}賽季結束，賽季結束時根據公會排名
보상이 정해지며 자신의 기여도에 따라 보상이 분배됩니다.	進行結算，屆時按照自己的貢獻度獲得獎勵。
일반 장비 각성의 광물	一般裝備覺醒礦石
빛나는 장비 각성의 광물	光輝裝備覺醒礦石
신비한 장비 각성의 광물	神秘裝備覺醒礦石
일반 장비 각성의 결정	一般裝備覺醒結晶
빛나는 장비 각성의 결정	光輝裝備覺醒結晶
신비한 장비 각성의 결정	神秘裝備覺醒結晶
길드협공전 포인트로 구매한 [rewardtype]을 받았습니다.	獲得了用公會協力戰積分購買的[rewardtype]。
NOX	NOX
GOH 참가자	高校之神參賽者
기타 영웅	其他英雄
신(神)	神
스페셜영웅	超級英雄
각성 특별영웅	覺醒特別英雄
특별영웅	特別英雄
각성 젊은 The Six	覺醒的年輕派The Six
각성 The Six	覺醒的The Six
The Six	The Six
젊은 The Six	年輕派The Six
각성 집행위원	執行委員
집행위원	執行委員
각성 NOX	覺醒NOX
비숍	主教
프리스트	牧師
투신태자	鬥神太子
[nickname]님이 [rewardtype] 을 통해 [0][rewardname][grade]★[-]을 획득하였습니다.	透過[rewardtype]  [nickname]獲得了[0][rewardname][grade]★[-]。
[Grade]성|1[tier][Talent][Feature]|2 영웅소환권(Lv.40+5)	[Grade]星|1[tier][Talent][Feature]|2英雄召喚券(Lv.40+5)
Español	Español
Français	Français
Deutsch	Deutsch
Portugues	Portugues
brasileiro	brasileiro
막기 방어량 감소	格擋吸收量減少
장비 각성 재료	裝備覺醒材料
장비 각성의 광물	裝備覺醒礦石
장비 각성의 결정	裝備覺醒結晶
보스 협공전 시즌 랭킹 결과에 따른	根據魔王協力戰賽季結果的
기여도 보상이 우편함으로 발송 되었습니다.	貢獻度獎勵發送到了信箱。
입장 가능한 날이 아닙니다.	今日無法進入該地牢。
보스협공전 영웅 지원 보상	魔王協力戰英雄支援獎勵
보스협공전 영웅 지원 [ffca01]{0}회[-] 보상으로 [reward]를 받았습니다.	作為魔王協力戰中英雄支援[ffca01]{0}回[-]的獎勵，獲得了[reward]。
특별한 에너지 패키지	特殊能量禮包
특별한 에너지 패키지 보상으로 [rewardtype][amount]개를 받았습니다.	作為特殊能量禮包獎勵,獲得了[amount]個[rewardtype]。
특별한 에너지 패키지 보상으로 [rewardtype]을 받았습니다.	作為特殊能量禮包獎勵,獲得了[rewardtype]。
특별한 골드 패키지	特殊金幣禮包
특별한 골드 패키지 보상으로 [rewardtype][amount]개를 받았습니다.	作為特殊金幣禮包獎勵,獲得了[amount]個[rewardtype]。
특별한 골드 패키지 보상으로 [rewardtype]을 받았습니다.	作為特殊金幣禮包獎勵,獲得了[rewardtype]。
신비한 현자의 패키지	神秘賢者禮包
신비한 현자의 패키지 보상으로 [rewardtype][amount]개를 받았습니다.	作為神秘賢者禮包獎勵,獲得了[amount]個[rewardtype]。
신비한 현자의 패키지 보상으로 [rewardtype]을 받았습니다.	作為神秘賢者禮包獎勵,獲得了[rewardtype]。
기본 빤찌(각성)	前踢(覺醒)
건달의 전투기술(각성)	野蠻咆哮(覺醒)
0펀치.. 전북익산(각성)	重拳一擊(覺醒)
전투 아머 풀셋(각성)	戰鬥庇護(覺醒)
나봉침류 활맥술(각성)	羅峰針類活脈術(覺醒)
나봉침류 섬멸술(각성)	羅峰針類殲滅術(覺醒)
궁극의 봉침(각성)	終極峰針(覺醒)
나봉침류 비기(각성)	羅峰針類秘技(覺醒)
품바 제1식 파죽지세(각성)	丐幫第一招勢如破竹(覺醒)
품바 제0식 경천동지(각성)	丐幫第零招驚天動地(覺醒)
108번뇌 전개(각성)	108煩惱大展開(覺醒)
국보 마스터(각성)	國寶總動員(覺醒)
[0]각성 나봉침은 침술의 기초 기술로 한 팀을 지원하는 회복 능력을 지니고 있습니다.	[0]該為覺醒羅峰針針術的基礎技能,具有支援一個隊伍的恢復能力。
[1]쿨타임: [CoolTime]초\n팀원의 생명력을 [SkillAmount0]% 즉시 회복	[1]冷卻時間：[CoolTime]秒\n隊友的生命力立即恢復[SkillAmount0]%
[0]각성 나봉침은 특수 봉침을 전방에 날려 적들을 일망타진하며, 적의 이로운 효과를 무효화 합니다.	[0]向前方投擲覺醒羅峰針的特殊峰針後將敵人們一網打盡,並解除目標的增益效果。
[1]쿨타임: [CoolTime]초\n전방 9m 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 적의 이로운 효과 무효화\n(버프, 회복효과를 무효화)	[1]冷卻時間：[CoolTime]秒\n在前方9m範圍內進行傷害量[SkillAmount0]%的攻擊\n追加解除目標的增益效果
[0]각성 나봉침은 한쪽 팔을 잃고 얻게 된 침술의 깨달음을 끌어올린 필살기로 강력한 피해를 입히고 생명력을 회복하고 추가적으로 적들의 이로운 효과를 무효화 합니다.	[0]該為覺醒羅峰針斷臂之後領悟的針術,將給目標造成強力傷害,並恢復隊友的生命力，解除目標的增益效果。
[1]쿨타임: [CoolTime]초\n전체 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 팀 전체의 생명력 [SkillAmount1]%를 천천히 회복시키며 적의 이로운 효과 무효화\n(버프, 회복효과를 무효화)	[1]冷卻時間：[CoolTime]秒\n在整體範圍內進行傷害量[SkillAmount0]%的攻擊\n全體隊友的生命力追加恢復[SkillAmount1]%\n追加解除目標的增益效果
[0]각성 나봉침은 한쪽 팔을 잃고 새로운 깨달음을 얻어 적을 관통하여 공격하며 팀의 피해량은 증가시킵니다.	[0]斷臂後覺醒羅峰針領悟了穿透新技能，增加隊伍的傷害量。
[1]적군 공격 시 관통 [SkillAmount0]%\n추가적으로 팀의 피해량이 [SkillAmount1]%증가\n(관통은 방어력, 모든 저항력을 꿰뚫고 공격합니다. - 팀원의 방어력 감소, 각 저항력 감소 스킬과 함께 사용할 수 있습니다.)	[1]攻擊目標時穿透[SkillAmount0]%\n隊伍的傷害量增加[SkillAmount1]%\n(穿透是指穿透防禦力和所有抵抗力進行的攻擊。—可以與隊友的降低防禦力、降低各抵抗力技能一起使用。)
[0]각성 서한량은 국보 게이볼그에 강한 회전력을 가하여 전방에 3연타를 날려 큰 피해를 입히고 자신의 모든 속도를 증가시킵니다.	[0]覺醒徐閑良強力旋轉國寶棍子向前方目標進行3連擊後造成巨大傷害,並提升自身的所有速度。
[1]쿨타임: [CoolTime]초\n전방 6m 범위에 피해량 [SkillAmount0]%의 공격 3회\n추가적으로 [ContinueTime]초간 모든 속도 [SkillAmount1]% 증가	[1]冷卻時間：[CoolTime]秒\n在前方6m範圍內進行3次傷害量[SkillAmount0]%的攻擊\n[ContinueTime]秒內所有速度提升[SkillAmount1]%
[0]각성 서한량은 국보 게이볼그를 땅에 내리쳐 그 충격파로 전방에 피해를 입히고 자신의 모든 속도를 증가시킵니다.	[0]覺醒徐閑良利用國寶棍子擊打地面所產生的衝擊波來攻擊前方目標，並提升自身的攻擊速度。
[1]쿨타임: [CoolTime]초\n전방 9m 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 모든 속도 [SkillAmount1]% 증가	[1]冷卻時間：[CoolTime]秒\n在前方9m範圍內進行傷害量[SkillAmount0]%的攻擊\n[ContinueTime]秒內攻擊速度提升[SkillAmount1]%
[0]각성 서한량은 보유한 국보를 총동원하여 모든 적을 타격하고 팀의 모든 속도를 증가 시키는 강력한 궁극기를 사용합니다.	[0]該為覺醒徐閑良動用其所有國寶攻擊全體目標, 並增加隊伍所有速度的終極技能。
[1]쿨타임: [CoolTime]초\n전체 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 팀의 모든 속도 [SkillAmount1]% 증가	[1]冷卻時間：[CoolTime]秒\n在整體範圍內進行傷害量[SkillAmount0]%的攻擊\n並追加[ContinueTime]秒內提昇隊伍所有速度[SkillAmount1]%
[0]각성 서한량은 108개의 국보를 사용하는 국보 사용법의 극의에 달하여 치명적인 피해를 가합니다.	[0]使用108種國寶的覺醒徐閑良其國寶使用法已達到頂級,以此給目標造成致命傷害。
[1]팀 전체의 치명타 피해량 [SkillAmount0]% 증가\n추가적으로 자신의 치명타율 [SkillAmount1]% 증가	[1]全體隊友的暴擊傷害量增加[SkillAmount0]%\n自身暴擊率增加[SkillAmount1]%
[0]각성 김두식을 수장의 자리에 있게 해준 주먹의 힘을 전방에 날려 적에게 강력한 피해를 입히고 무투 저항력을 무력화합니다.	[0]覺醒金斗植向前方目標揮動重拳後造成強力傷害，並降低目標的武鬥抵抗力。
[1]쿨타임: [CoolTime]초\n전방 9m 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 적의 무투 저항력 무시	[1]冷卻時間：[CoolTime]秒\n在前方9m範圍內進行傷害量[SkillAmount0]%的攻擊\n[ContinueTime]秒內無視目標的武鬥抵抗力
[0]각성 김두식은 건달의 감으로 약점을 파악하여 주변의 적을 공격 후 무투 저항력을 무력화합니다.	[0]]覺醒金斗植以打鬥士的第六感找出對方弱點後進行攻擊,並使其武鬥抵抗力無效化。
[1]쿨타임: [CoolTime]초\n반경 3m 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 적의 무투 저항력 무시	[1]冷卻時間：[CoolTime]秒\n在半徑2m範圍內進行傷害量[SkillAmount0]%的攻擊\n[ContinueTime]秒內無視目標的武鬥抵抗力
[0]각성 김두식은 강제 중국관광에 보내져서 그것에 분노하여 엄청난 속도로 뛰어와 날린 펀치는 모든 적에게 강력한 피해를 입히고 무투 저항력을 무력화하는 궁극기입니다.	[0]因自己被強制送到中國旅遊而火冒三丈的覺醒金斗植的疾風式一拳是給全體目標造成強力傷害並無視目標的武鬥抵抗力的終極技能。
[1]쿨타임: [CoolTime]초\n전체 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 팀 전체 무투 저항력 무시	[1]冷卻時間：[CoolTime]秒\n在整體範圍內進行傷害量[SkillAmount0]%的攻擊\n[ContinueTime]秒內全體隊友無視目標的武鬥抵抗力
[0]각성 김두식은 전투용 전대와 멋스러운(!?) 실버티까지 더해 형님 핏을 완성한 전투 아머 풀 셋의 경우 그 어떤 공격도 견딜 만큼 뛰어난 내구성을 지닙니다.	[0]覺醒金斗植的打鬥用錢袋和帥氣(!?)的銀色T恤具有抵禦任何攻擊的出色耐久性。
[1]팀 전체 모든 저항력 [SkillAmount0]% 증가\n팀의 막기 확률 [SkillAmount1]% 증가	[1]全體隊友的所有抵抗力增加[SkillAmount0]%\n全體隊友的阻擋機率增加[SkillAmount1]%
[0]각성 박무진은 신의 힘으로 소환한 롱기누스의 손으로 적을 강력하게 제압하며, 확률적으로 기절효과를 부여합니다.	[0]覺醒朴武真使用神之力量召喚的朗基努斯之手制服目標後,一定機率賦予眩暈效果。
[0]각성 박무진은 신의 대행자로 나서 절대적인 힘으로 적을 공격 후 확률적으로 기절효과를 부여합니다.	[0]以神的代行者身份出現的覺醒朴武真使用絕對力量攻擊目標，造成眩暈效果。
[1]쿨타임: [CoolTime]초\n전방 9m 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [SkillRatio1]%의 확률로 [ContinueTime]초간 기절	[1]冷卻時間：[CoolTime]秒\n在前方9m範圍內進行傷害量[SkillAmount0]%的攻擊\n以[SkillRatio1]%的機率造成[ContinueTime]秒的眩暈
